Stock_Symbol,Start_Date,End_Date,Trading_Days,Start_Price,End_Price,Min_Price,Max_Price,Avg_Price,Total_Return_Pct,Avg_Daily_Return_Pct,Volatility_Pct,Avg_Volume,Total_Volume
AAPL,2021-01-04,2026-03-10,1301,125.85667419433594,260.8299865722656,113.33411407470705,285.9224548339844,182.32464757944234,107.24366684719216,0.07126598430402685,1.7503375903244898,69121539.66179861,89927123100
MSFT,2021-01-04,2026-03-10,1301,208.4065399169922,405.760009765625,203.1985321044922,539.8251953125,345.03363770141135,94.69639001119552,0.06476297073155639,1.6460371556961346,25958883.243658725,33772507100
NVDA,2021-01-04,2026-03-10,1301,13.076725006103516,184.7700042724609,11.21290397644043,207.02847290039065,71.38041480809885,1312.9684931526829,0.25629376178516156,3.2591173257386368,387331174.6348962,503917858200
TSLA,2021-01-04,2026-03-10,1301,243.2566680908203,399.239990234375,108.0999984741211,489.8800048828125,271.0767409773994,64.12293786960777,0.10897228738888046,3.7790279805203255,98399192.62106073,128017349600
