Date,Close,High,Low,Open,Volume,Symbol
2021-02-05,133.20362854003906,133.8464691818489,132.32703847356598,133.77829722031976,75693800,AAPL
2021-02-08,133.34976196289062,133.39846472288602,131.411505066242,132.49264094535826,71297200,AAPL
2021-02-09,132.47311401367188,134.29449558670797,132.3172860388913,133.06725182462114,76774200,AAPL
2021-02-10,131.86929321289062,133.427692466588,130.90503200269075,132.93094508769863,73046600,AAPL
2021-02-11,131.6160125732422,132.84324151471785,130.29137814000228,132.36597838425936,64280000,AAPL
2021-02-12,131.8497772216797,132.0056200817279,130.21347177715296,130.85631242835694,60145100,AAPL
2021-02-16,129.72645568847656,132.47311511495084,129.33684859330893,131.96664818421948,80576300,AAPL
2021-02-17,127.43759155273438,128.78171035064747,126.10322222332451,127.83693334950489,97918500,AAPL
2021-02-18,126.33698272705078,126.61943492722637,124.09678975209331,125.84023543219843,96856700,AAPL
2021-02-19,126.49279022216797,127.31095773335569,125.45062277040475,126.85317866159306,87668800,AAPL
2021-02-22,122.72343444824219,126.34669893995918,122.33383475744539,124.68116007602796,103916400,AAPL
2021-02-23,122.58708953857422,123.41498433079913,115.31134105569778,120.54170021925478,158273000,AAPL
2021-02-24,122.09033966064453,122.29487783267318,119.05147832650884,121.69100535268275,111039900,AAPL
2021-02-25,117.84371948242188,123.17147632846172,117.40542445743719,121.43776543888308,148199500,AAPL
2021-02-26,118.10669708251953,121.60333738053185,118.04825229910983,119.40210545733144,164560400,AAPL
2021-03-01,124.4668960571289,124.60325484384613,119.5969181572381,120.53195302229754,116307900,AAPL
2021-03-02,121.86632537841797,125.37270785746594,121.75918527388905,125.07077161615514,102260900,AAPL
2021-03-03,118.8858871459961,122.4409721711293,118.6716069492106,121.56437474382311,112966300,AAPL
2021-03-04,117.00605773925781,120.38582276437799,115.53533012340597,118.58393286818561,178155000,AAPL
2021-03-05,118.26252746582031,118.76900926850234,114.51264641529035,117.83397451469976,153766600,AAPL
2021-03-08,113.33411407470703,117.85345248459532,113.18801326724598,117.7852730985796,154376600,AAPL
2021-03-09,117.9411392211914,118.88591626698833,115.70095350378406,115.93471039799229,129525800,AAPL
2021-03-10,116.8599853515625,118.99303047984385,116.34376148572666,118.52551679323263,111943300,AAPL
2021-03-11,118.78850555419922,120.00600008566362,118.1067115889779,119.35342480023796,103026500,AAPL
2021-03-12,117.8826904296875,118.01904922400895,116.0613233493951,117.26907585524096,88105100,AAPL
2021-03-15,120.76570892333984,120.77545095974142,117.28854502762586,118.25280599447676,92403800,AAPL
2021-03-16,122.30461120605469,123.91170522216095,121.47671654048351,122.43122794234345,115227900,AAPL
2021-03-17,121.51569366455078,122.58708734300565,119.15861865475401,120.82415767726631,111932600,AAPL
2021-03-18,117.39568328857422,119.97677300065472,117.19114511333716,119.68457136117527,121229700,AAPL
2021-03-19,116.86972045898438,118.27227638684158,116.56778422545804,116.78206442899135,185549500,AAPL
2021-03-22,120.18131256103516,120.64883370339138,117.13270910784668,117.20088850037816,111912300,AAPL
2021-03-23,119.35342407226562,121.0092136525593,118.96382433837393,120.12288150317761,95467100,AAPL
2021-03-24,116.96712493896484,119.70405755554833,116.94764829711929,119.62613612617307,88530500,AAPL
2021-03-25,117.45411682128906,118.4962991670475,115.90546750304253,116.43142597838931,98844700,AAPL
2021-03-26,118.0579833984375,118.32096632192953,115.82753300565001,117.22034674678821,94071200,AAPL
2021-03-29,118.23331451416016,119.3923715504468,117.59048134086395,118.48655542775977,80819200,AAPL
2021-03-30,116.78207397460938,117.26907177481125,115.76911765846987,116.98661215897457,85671900,AAPL
2021-03-31,118.97357940673828,120.30794879540358,117.99958368082311,118.4865815437807,118323800,AAPL
2021-04-01,119.80144500732422,120.95075998024407,119.30470522783453,120.44428559619276,75089100,AAPL
2021-04-05,122.62602996826172,122.87927086868106,119.86962103149284,120.64882037232358,88651200,AAPL
2021-04-06,122.92797088623047,123.82404496077191,122.38253578537845,123.21043047231339,80171300,AAPL
2021-04-07,124.57403564453125,124.59351228641088,121.88580577435263,122.55786509964642,83466700,AAPL
2021-04-08,126.97004699707031,126.9992656715053,125.17789894243262,125.59670985066151,88844600,AAPL
2021-04-09,129.5413818359375,129.58033511074808,126.1031794318075,126.42459968145573,106686700,AAPL
2021-04-12,127.82718658447266,129.39532007888374,127.23304868008105,129.07389975073812,91420000,AAPL
2021-04-13,130.93421936035156,131.15824904554103,128.49923039780398,128.99597765783932,91266500,AAPL
2021-04-14,128.59664916992188,131.48941754486856,128.2362755221187,131.43098018165665,87222800,AAPL
2021-04-15,131.00241088867188,131.48940869866695,130.16477406100063,130.34010100083557,89347100,AAPL
2021-04-16,130.67124938964844,131.16798178060714,129.81412853121648,130.8076081751269,84922400,AAPL
2021-04-19,131.3335418701172,131.94716375459052,129.87254870669761,130.03812614844625,94264200,AAPL
2021-04-20,129.64857482910156,132.00564275979164,128.38237738217003,131.50891027779352,94812300,AAPL
2021-04-21,130.02841186523438,130.27191076385841,127.88562452974153,128.9180574819885,68847100,AAPL
2021-04-22,128.50900268554688,130.66152498796077,127.99278612277816,129.58038910212525,84566500,AAPL
2021-04-23,130.8271026611328,131.60628729046172,128.72326849315886,128.72326849315886,78657500,AAPL
2021-04-26,131.21665954589844,131.54781441014728,130.0868213316481,131.3237996328013,66905100,AAPL
2021-04-27,130.89524841308594,131.88872793710226,130.62253087504087,131.49912083847275,66015800,AAPL
2021-04-28,130.1063232421875,131.5088791677975,129.61932548257246,130.81733580986761,107760100,AAPL
2021-04-29,130.0089111328125,133.5055661641117,129.0056969879915,132.92116293750138,151101000,AAPL
2021-04-30,128.0414581298828,130.08683981317637,127.66160046998598,128.3531289693404,109839500,AAPL
2021-05-03,129.09332275390625,130.58354914625434,128.4017944552361,128.60632513321372,75135100,AAPL
2021-05-04,124.52534484863281,128.0706959218244,123.40524834260499,127.77849424860072,137564700,AAPL
2021-05-05,124.76882934570312,127.05770985077288,124.64220517501703,125.84021547722773,84000900,AAPL
2021-05-06,126.3661880493164,126.37592265450229,123.82405163749547,124.56429033642047,78128300,AAPL
2021-05-07,127.03937530517578,128.0637957522919,126.3271401858517,127.66379062246624,78973300,AAPL
2021-05-10,123.76118469238281,126.38567778466182,123.72215780429457,126.25885342470616,88071200,AAPL
2021-05-11,122.84410858154297,123.19533577203656,119.7805603965293,120.492788250042,126142800,AAPL
2021-05-12,119.7805404663086,121.60500854306753,119.27320577012671,120.39520469554279,112172300,AAPL
2021-05-13,121.9269790649414,123.0782463378904,121.23426847309511,121.5464761686261,105861300,AAPL
2021-05-14,124.34659576416016,124.7758841676664,122.7855571745272,123.17581868284023,81918000,AAPL
2021-05-17,123.19532012939453,123.83925269137897,122.12210663637244,123.7319305977149,74244600,AAPL
2021-05-18,121.8099136352539,123.8978042561465,121.74161842592076,123.47827441492306,63342900,AAPL
2021-05-19,121.65380096435547,121.87819629608094,119.86835967667767,120.16105765432343,92612000,AAPL
2021-05-20,124.20999908447266,124.61001915730156,122.05381347828964,122.18065274217139,76857100,AAPL
2021-05-21,122.37577819824219,124.8831983677244,122.16113401006866,124.70758107227505,79295400,AAPL
2021-05-24,124.00511932373047,124.82466923282675,122.87336914136405,122.94166434682049,63092900,AAPL
2021-05-25,123.80998229980469,125.19541091008112,123.24410353248182,124.7075784829674,72009500,AAPL
2021-05-26,123.76118469238281,124.28803651614747,123.34165494995638,123.86850677372105,56575900,AAPL
2021-05-27,122.22942352294922,124.5319579811851,122.03429651202822,123.3611810284224,94625600,AAPL
2021-05-28,121.57574462890625,122.73677048730885,121.51720801205188,122.51236771666937,71311100,AAPL
2021-06-01,121.2537841796875,122.2977294109628,120.92206674340329,122.03430717883234,67637100,AAPL
2021-06-02,122.01478576660156,122.19040306312083,121.02938463288338,121.253779962891,59278900,AAPL
2021-06-03,120.53180694580078,121.80990611741935,120.13178685609535,121.64404739693522,76229200,AAPL
2021-06-04,122.82457733154297,123.08800699874061,120.83425044759345,121.04889463757115,75169300,AAPL
2021-06-07,122.83433532714844,123.24410653680496,121.7903901347652,123.09775754946514,71057600,AAPL
2021-06-08,123.65387725830078,125.33200387040455,123.13678395621102,123.51728685562117,74403800,AAPL
2021-06-09,124.03437042236328,124.63927604647924,123.43922338156383,124.11242420165917,56877900,AAPL
2021-06-10,123.03921508789062,125.06856875877892,122.87335638380547,123.92705266664278,71186400,AAPL
2021-06-11,124.24903869628906,124.3368510759359,123.02947607177971,123.4490059123557,53522400,AAPL
2021-06-14,127.30281829833984,127.36135492119467,123.97585539548058,124.70759295564363,96906500,AAPL
2021-06-15,126.48326873779297,127.41989931286103,126.23935623136502,126.77596672295411,62746300,AAPL
2021-06-16,126.98081970214844,127.70280593735949,125.331983991057,127.19546385620482,91815000,AAPL
2021-06-17,128.58091735839844,129.3224209462561,126.49302678487064,126.6393832290609,96721700,AAPL
2021-06-18,127.28327941894531,128.3076997988403,127.06863527203306,127.52719186886974,108953300,AAPL
2021-06-21,129.07850646972656,129.18582857227696,126.06375134431808,127.12720634134745,79663300,AAPL
2021-06-22,130.7176055908203,130.8151765627034,128.41507059443637,128.912661708904,74783600,AAPL
2021-06-23,130.4443817138672,131.04929474301073,129.98582509428016,130.51268434910727,60214200,AAPL
2021-06-24,130.1614532470703,131.36149842351492,129.69313058879897,131.1761225655203,68711000,AAPL
2021-06-25,129.86878967285156,130.62979558487248,129.57609165578822,130.2102731739654,70783700,AAPL
2021-06-28,131.4981231689453,131.95667992046137,130.10295063063353,130.16148725640332,62111300,AAPL
2021-06-29,133.01036071777344,133.16646828417475,131.07857796707717,131.51761747124857,64556100,AAPL
2021-06-30,133.62501525878906,134.06405473109936,132.5615455661884,132.85424351014055,63261400,AAPL
2021-07-01,133.9274444580078,133.98598106066015,132.45420381750057,133.27376091633408,52485800,AAPL
2021-07-02,136.552001953125,136.59102140885628,134.39580856478537,134.54215013282746,78852600,AAPL
2021-07-06,138.56182861328125,139.6643030810213,136.65931393358588,136.65931393358588,108181800,AAPL
2021-07-07,141.04974365234375,141.36194394640904,139.18624836793538,140.04481034204434,104911600,AAPL
2021-07-08,139.75213623046875,140.55216163148216,137.24470813835896,138.1325533693018,105575500,AAPL
2021-07-09,141.57655334472656,142.1033977245654,139.17644811221814,139.27401905419063,99890800,AAPL
2021-07-12,140.98143005371094,142.75712026323748,140.49360503622404,142.64979816390084,76299700,AAPL
2021-07-13,142.09364318847656,143.8693330567253,140.13259235448814,140.52284633857775,100827100,AAPL
2021-07-14,145.5181884765625,145.9279745686904,144.0839818158266,144.4937679079545,127050800,AAPL
2021-07-15,144.86451721191406,146.34750947636803,143.50836421958925,145.60602078776031,106820300,AAPL
2021-07-16,142.8253936767578,146.1133292004128,142.32781756831105,144.8449961921481,93251400,AAPL
2021-07-19,138.98129272460938,140.56185531572203,138.22028717183505,140.24964027497742,121434600,AAPL
2021-07-20,142.59121704101562,143.51809629152285,139.4789065811411,139.96673149730913,96350000,AAPL
2021-07-21,141.8594970703125,142.57173225410514,141.10825732605966,141.9863363279922,74993500,AAPL
2021-07-22,143.22540283203125,144.59130668501456,142.25950410848452,142.38634335455993,77338200,AAPL
2021-07-23,144.9425506591797,145.09865822031367,143.34248537564744,143.95714959308972,71447400,AAPL
2021-07-26,145.36212158203125,146.181664137203,144.10352454843763,144.6596522812441,72434100,AAPL
2021-07-27,143.19613647460938,145.57672455410125,142.00584243486344,145.48890475095865,104818600,AAPL
2021-07-28,141.44969177246094,143.39124006828624,139.0691040815247,141.28383310707383,118931200,AAPL
2021-07-29,142.09364318847656,142.98148812260095,141.0594567321274,141.16677881083731,56699500,AAPL
2021-07-30,142.3083038330078,142.76686050541852,140.60091640214495,140.86434605990442,70440600,AAPL
2021-08-02,141.97657775878906,143.37174997131473,141.71314811709883,142.7961201026742,62880000,AAPL
2021-08-03,143.77178955078125,144.43522442777342,141.64486473611035,142.25952902121162,64786600,AAPL
2021-08-04,143.37171936035156,144.19126152925813,142.71803585273088,143.68393440787762,56368300,AAPL
2021-08-05,143.4790496826172,144.24005529573455,142.61072200163795,143.40099591624184,46397700,AAPL
2021-08-06,142.79510498046875,143.74290453377364,142.29678337483543,143.0003050001657,54126800,AAPL
2021-08-09,142.7462615966797,143.34230040071924,142.18931561461758,142.853744492803,48908700,AAPL
2021-08-10,142.26747131347656,144.32917762337323,141.97433481779836,143.08824157374232,69023100,AAPL
2021-08-11,142.52151489257812,143.36183156118472,142.19906623850963,142.70716850336376,48493500,AAPL
2021-08-12,145.4821319580078,145.63847337771486,142.50193887407255,142.84393386598944,72282600,AAPL
2021-08-13,145.68736267089844,146.01957707570978,144.8763581583002,145.56033337689462,59375000,AAPL
2021-08-16,147.66111755371094,147.72952253031957,143.1175540441941,145.1401675406519,103296000,AAPL
2021-08-17,146.75244140625,148.20832862251999,145.67761233221978,146.79151932278535,92229700,AAPL
2021-08-18,143.0100860595703,147.27029417589944,142.80488601790597,146.37135309386304,86326000,AAPL
2021-08-19,143.34231567382812,144.61256415166383,141.19267243186096,141.71054055666755,86960300,AAPL
2021-08-20,144.79818725585938,145.10108950161558,143.42045616108942,144.06535347049768,60549600,AAPL
2021-08-23,146.28341674804688,146.7524262457425,144.50506608373868,144.91545125791524,60131800,AAPL
2021-08-24,146.19541931152344,147.40704295099573,145.7361757091974,146.0293121440176,48606400,AAPL
2021-08-25,144.9642791748047,146.87942449217206,144.4170990582826,146.38108802855803,58991300,AAPL
2021-08-26,144.16307067871094,145.70690913613237,144.13375851701343,144.95454377317253,48597200,AAPL
2021-08-27,145.1988067626953,145.34536755607812,143.4693148530707,144.10443150378484,55802400,AAPL
2021-08-30,149.61532592773438,149.976867364279,145.2085579053338,145.58963083933705,90956700,AAPL
2021-08-31,148.35488891601562,149.30268857096087,147.82724018566304,149.1658935130071,86453100,AAPL
2021-09-01,149.019287109375,151.43275399237308,148.85317992388826,149.3319699829077,80313700,AAPL
2021-09-02,150.13319396972656,151.1787105563669,148.91180444862712,150.34815971820325,71115500,AAPL
2021-09-03,150.76834106445312,151.09078972052774,149.5860293255129,150.24069238740682,57808700,AAPL
2021-09-07,153.10365295410156,153.660598936694,150.85629279363835,151.42301943650597,82278300,AAPL
2021-09-08,151.55979919433594,153.44561765373206,150.4556581818044,153.38699333617137,74420200,AAPL
2021-09-09,150.5436248779297,152.53692642541913,150.42636132134103,151.93112186962642,57305700,AAPL
2021-09-10,145.56036376953125,151.92135699493102,145.2965393767227,151.45234744847278,140893200,AAPL
2021-09-13,146.12704467773438,147.9542386226374,145.3453524055779,147.18232700871462,102404300,AAPL
2021-09-14,144.7298126220703,147.61230470977705,143.54751554982687,146.90878293557242,109296300,AAPL
2021-09-15,145.61895751953125,146.0195769004921,143.01983678244974,145.15971382126716,83281300,AAPL
2021-09-16,145.38446044921875,145.56034832894838,143.85040265204483,145.0424802595639,68034100,AAPL
2021-09-17,142.71697998046875,145.41381871147436,142.4238433910708,145.41381871147436,129868800,AAPL
2021-09-20,139.66835021972656,141.52485650500037,138.0365754530921,140.50866688674913,123478900,AAPL
2021-09-21,140.1471405029297,141.29037444715544,139.51202378684255,140.6356964105484,75834000,AAPL
2021-09-22,142.5117645263672,143.07847626004042,140.41096517330857,141.14379903633161,76404300,AAPL
2021-09-23,143.4693145751953,143.71359250338787,142.30654925147212,143.29342671393508,64838200,AAPL
2021-09-24,143.55723571777344,144.09465008430436,142.22836333396052,142.326080458617,53477900,AAPL
2021-09-27,142.04275512695312,142.61926249136263,140.52824357765476,142.14047228283127,74150700,AAPL
2021-09-28,138.6619415283203,141.43693551030117,138.44697573581755,139.9712677848058,108972300,AAPL
2021-09-29,139.5608673095703,141.14378350850296,138.77917495976774,139.2091064976362,74602000,AAPL
2021-09-30,138.2613067626953,141.075393254431,138.04634099404652,140.37187163149707,89056700,AAPL
2021-10-01,139.38497924804688,139.64880358400276,135.9260103602956,138.65214546670163,94639600,AAPL
2021-10-04,135.95533752441406,138.9550779570537,135.10525501528176,138.5153657120816,98322000,AAPL
2021-10-05,137.88021850585938,138.9843593851802,136.1702732054442,136.29730248452776,80861100,AAPL
2021-10-06,138.74989318847656,138.89645401323804,135.20297213380132,136.27780121386797,83221100,AAPL
2021-10-07,140.0103302001953,140.9190518423827,139.45338427911526,139.7855986818326,61732700,AAPL
2021-10-08,139.62924194335938,140.87994360098938,139.29702757701324,140.73338282452485,58773200,AAPL
2021-10-11,139.54135131835938,141.49557516408288,138.56423939549762,139.0137174402137,64452200,AAPL
2021-10-12,138.27108764648438,139.97126757292082,137.8118439004276,139.9517211619384,73035900,AAPL
2021-10-13,137.684814453125,138.16358964828814,136.0139468710265,138.00726310614547,78762700,AAPL
2021-10-14,140.46957397460938,140.58683751822448,138.27107262847971,138.8573456179309,69907100,AAPL
2021-10-15,141.52488708496094,141.5835114147044,140.2253264406504,140.47938508226497,67940300,AAPL
2021-10-18,143.19569396972656,143.4790497458413,139.88328656577576,140.1666423418905,85589200,AAPL
2021-10-19,145.35511779785156,145.75573713641117,143.19570948817753,143.6451724796259,76378900,AAPL
2021-10-20,145.84371948242188,146.32250968957678,144.72981249251907,145.29653919398467,58418800,AAPL
2021-10-21,146.0586700439453,146.21501151275598,144.48551942420278,145.40400691653662,61421000,AAPL
2021-10-22,145.28672790527344,146.7426146643611,145.23786934278849,146.26383951681254,58883400,AAPL
2021-10-25,145.2379150390625,145.95120256523685,144.24125670704237,145.27699295562158,50720600,AAPL
2021-10-26,145.90234375,147.38754297777294,145.5994265625498,145.91210950073977,60893400,AAPL
2021-10-27,145.4430694580078,146.30291753836434,145.09130868119013,145.94139101285785,56094900,AAPL
2021-10-28,149.07794189453125,149.66419997930225,146.29316753585874,146.3908846714247,100077900,AAPL
2021-10-29,146.371337890625,146.50813293434493,143.05892977311782,143.85038787675046,124953200,AAPL
2021-11-01,145.5505828857422,146.2736360885386,144.41712959922393,145.57989504750188,74588300,AAPL
2021-11-02,146.5863037109375,148.10082985163274,145.2476505224247,145.25743118168475,69122000,AAPL
2021-11-03,148.02267456054688,148.49168405814817,146.3908996149076,146.9478455977698,54511500,AAPL
2021-11-04,147.50477600097656,148.94111635864294,147.19209312751175,148.1105804313896,60394600,AAPL
2021-11-05,148.03321838378906,148.93347149692437,146.83940090236302,148.63012712450208,65463900,AAPL
2021-11-08,147.21119689941406,148.3169491501547,146.9372075697029,148.16037955280584,55020900,AAPL
2021-11-09,147.5733184814453,148.1800072843551,146.83941495612973,146.9764096836031,56787900,AAPL
2021-11-10,144.7453155517578,146.9078907486886,144.67682566721112,146.8002509889988,65187100,AAPL
2021-11-11,144.69638061523438,146.22289720379737,144.51045604306032,145.76299817171153,41000000,AAPL
2021-11-12,146.77090454101562,147.17209373098063,144.3147648635999,145.24437287945577,63804000,AAPL
2021-11-15,146.7806854248047,148.620341460146,146.22291165316477,147.14273967083543,59222800,AAPL
2021-11-16,147.75921630859375,148.23870523347338,146.1348398835429,146.72196856987298,59256200,AAPL
2021-11-17,150.19577026367188,151.6733569463972,147.7494257967945,147.7592057993934,88807000,AAPL
2021-11-18,154.48178100585938,155.26461435018126,149.76523586281957,150.41107449173293,137827700,AAPL
2021-11-19,157.10427856445312,157.56419261801545,153.17055163174547,154.26650941148296,117305600,AAPL
2021-11-22,157.56419372558594,162.14374442137012,157.54461878472307,158.210017461011,117467900,AAPL
2021-11-23,157.9457550048828,158.3273840653617,155.6461857101391,157.66197074401728,96041900,AAPL
2021-11-24,158.46438598632812,158.66009052581524,156.21374645397813,157.29992381912578,69463600,AAPL
2021-11-26,153.4445343017578,157.00641185994465,153.00419520836275,156.14530861301552,76959800,AAPL
2021-11-29,156.8009033203125,157.73051124922804,155.38201155737082,155.9495652762871,88748200,AAPL
2021-11-30,161.75230407714844,161.9675835913138,156.48776584559891,156.55627065978888,174048100,AAPL
2021-12-01,161.2336883544922,166.64500155872992,160.99883389139347,163.88551760970591,152052500,AAPL
2021-12-02,160.24533081054688,160.6758897940943,154.41325439149716,155.33308223247562,136739200,AAPL
2021-12-03,158.36656188964844,161.41961013164072,156.29206642790317,160.49978216462458,118023100,AAPL
2021-12-06,161.77191162109375,164.27696654760885,160.75422372513128,160.7640037300002,107497000,AAPL
2021-12-07,167.506103515625,167.89752761795768,164.72705957992557,165.4511829707639,120405400,AAPL
2021-12-08,171.32241821289062,172.18353634737676,167.03641741062992,168.4357343791699,116998900,AAPL
2021-12-09,170.8135223388672,172.95652208783176,170.187258867456,171.15601647393692,108923700,AAPL
2021-12-10,175.59860229492188,175.77474686026093,170.9407678198788,171.4496116481563,115402700,AAPL
2021-12-13,171.96826171875,178.2211185132973,171.76276218304858,177.23278564494396,153237000,AAPL
2021-12-14,170.58848571777344,173.92530298904865,168.51399049049428,171.48873864529648,139380400,AAPL
2021-12-15,175.4518280029297,175.6475325738547,168.611843504033,171.35175229088827,131063300,AAPL
2021-12-16,168.5629119873047,177.2523322197485,167.08532532021002,175.43225135839342,150185800,AAPL
2021-12-17,167.46693420410156,169.74692873915046,166.04805758616632,166.28289706807027,195432700,AAPL
2021-12-20,166.1067657470703,166.91895378666172,163.86592110293466,164.6683142100144,107499100,AAPL
2021-12-21,169.27728271484375,169.48276731961977,165.49033075391415,167.8779657038139,91185900,AAPL
2021-12-22,171.8704071044922,172.08568665070675,168.45530424072862,169.32620242994054,92135300,AAPL
2021-12-23,172.4966278076172,173.0544014741378,171.50831008728667,172.07586375572322,68356600,AAPL
2021-12-27,176.45974731445312,176.54781214494253,173.26971902697096,173.28927903509933,74919600,AAPL
2021-12-28,175.44204711914062,177.43827272382592,174.69836371754772,176.29338521436063,79144300,AAPL
2021-12-29,175.53012084960938,176.75329313798875,174.3167285642682,175.48119097181373,62348900,AAPL
2021-12-30,174.3754425048828,176.69458737092964,174.26780274374727,175.61818975957434,59773000,AAPL
2021-12-31,173.7589874267578,175.38334904304386,173.45562812611084,174.2678163999058,64062300,AAPL
2022-01-03,178.10365295410156,178.95499096160628,173.895952516217,174.01337226981713,104487900,AAPL
2022-01-04,175.8432159423828,179.01368336177322,175.2756623032222,178.7103390737201,99310400,AAPL
2022-01-05,171.16580200195312,176.30312460609773,170.89181265756935,175.7551459173302,94537600,AAPL
2022-01-06,168.30848693847656,171.53766438344002,167.95621276391145,168.99346035254746,96904000,AAPL
2022-01-07,168.474853515625,170.40257420223315,167.35932100577125,169.17940193566972,86709100,AAPL
2022-01-10,168.49440002441406,168.79774430633347,164.5606744980765,165.45114734140734,106765600,AAPL
2022-01-11,171.32241821289062,171.42026304461638,167.1538521125257,168.62165897014336,76138300,AAPL
2022-01-12,171.76272583007812,173.37730710526796,171.06797240622825,172.34005950483805,74805200,AAPL
2022-01-13,168.49440002441406,172.82931463870656,168.10297600637327,172.0073465977702,84505800,AAPL
2022-01-14,169.35557556152344,170.0503291665965,167.41805960834293,167.6626941036259,80440800,AAPL
2022-01-18,166.15570068359375,168.836884364845,165.7740715864879,167.82899175117316,90956700,AAPL
2022-01-19,162.6623077392578,167.40822126644343,162.37853839338976,166.35139882333922,94815000,AAPL
2022-01-20,160.97927856445312,166.0383181560068,160.65635923759166,163.3962685823185,91420500,AAPL
2022-01-21,158.92434692382812,162.76021377251277,158.81670715554318,160.89120276470334,122848900,AAPL
2022-01-24,158.1512908935547,158.8167044309835,151.3798104055977,156.58563920962845,162294600,AAPL
2022-01-25,156.35076904296875,159.26680751652682,153.65001008067688,155.56793581393717,115798400,AAPL
2022-01-26,156.26271057128906,160.8618354481178,154.43284958250229,159.99093736491258,108275300,AAPL
2022-01-27,155.80284118652344,160.32368253815685,154.8830129616112,158.96351514402045,121954600,AAPL
2022-01-28,166.67433166503906,166.69390660020625,159.30594382680772,162.15349217595866,179935700,AAPL
2022-01-31,171.02883911132812,171.24411862639118,165.87194061535732,166.5079991576081,115541600,AAPL
2022-02-01,170.86251831054688,171.08757786653237,168.6118779567779,170.27538954650115,86213900,AAPL
2022-02-02,172.06605529785156,172.10520516503925,169.60993119295432,170.99945285212843,84914300,AAPL
2022-02-03,169.18917846679688,172.45750604377838,168.4259201826274,170.73526997176376,89418100,AAPL
2022-02-04,168.90504455566406,170.5804825811808,167.22960653014735,168.20939100229583,82465400,AAPL
2022-02-07,168.18978881835938,170.43348845120025,167.49413533637534,169.36552707422473,77251200,AAPL
2022-02-08,171.29571533203125,171.80520742660315,167.96443926792173,168.25837758980256,74829200,AAPL
2022-02-09,172.71640014648438,173.07891560572492,171.36429283315064,172.4910539110368,71285000,AAPL
2022-02-10,168.64051818847656,171.93259499604034,168.08204874852603,170.61968723864308,90865900,AAPL
2022-02-11,165.2308807373047,169.5811269216294,164.64300397443432,168.846288443205,98670700,AAPL
2022-02-14,165.46603393554688,166.15188018995096,163.19292640629095,163.98654956855333,86185500,AAPL
2022-02-15,169.29696655273438,169.45373566949445,166.80832036305304,167.5137664381475,62527400,AAPL
2022-02-16,169.06182861328125,169.83585183660028,166.6123672162483,168.3759824121772,61177400,AAPL
2022-02-17,165.46603393554688,168.4347801834387,165.06431864713625,167.57256492057238,69589300,AAPL
2022-02-18,163.9179229736328,167.09241466512012,162.83036175887298,166.38698369504047,82772700,AAPL
2022-02-22,160.99818420410156,163.32026851174712,158.872038841447,161.64483056360834,91162800,AAPL
2022-02-23,156.83409118652344,162.79116699621056,156.52055301215938,162.1934979328617,90009200,AAPL
2022-02-24,159.4501495361328,159.5579264390306,148.9272576589058,149.49553451506446,141147500,AAPL
2022-02-25,161.51747131347656,161.78200234869726,157.61791846840168,160.5278794584224,91974200,AAPL
2022-02-28,161.78199768066406,162.07593599497437,159.14637521454355,159.76364417956287,95056600,AAPL
